Year,Month,Monthly_Anomaly,Monthly_Unc,Annual_Anomaly,Annual_Unc,FiveYear_Anomaly,FiveYear_Unc,TenYear_Anomaly,TenYear_Unc,TwentyYear_Anomaly,TwentyYear_Unc
1962,8,-0.099,0.057,-0.029,0.044,-0.045,0.04,-0.027,0.04,-0.035,0.036
1962,9,-0.098,0.059,-0.044,0.043,-0.043,0.04,-0.028,0.04,-0.035,0.036
1962,10,-0.005,0.074,-0.051,0.044,-0.045,0.04,-0.028,0.039,-0.035,0.036
1962,11,-0.038,0.048,-0.051,0.044,-0.044,0.04,-0.029,0.039,-0.035,0.036
1962,12,-0.015,0.049,-0.053,0.044,-0.045,0.04,-0.031,0.039,-0.034,0.035
1963,1,-0.011,0.043,-0.043,0.044,-0.047,0.039,-0.036,0.039,-0.033,0.035
1963,2,0.158,0.046,-0.018,0.045,-0.05,0.039,-0.039,0.039,-0.033,0.035
1963,3,-0.159,0.047,0.003,0.046,-0.053,0.039,-0.038,0.038,-0.032,0.035
1963,4,-0.104,0.059,0.021,0.047,-0.053,0.039,-0.039,0.038,-0.032,0.035
1963,5,-0.119,0.057,0.033,0.048,-0.053,0.039,-0.041,0.038,-0.032,0.034
1963,6,-0.079,0.057,0.035,0.049,-0.055,0.039,-0.041,0.038,-0.032,0.034
1963,7,0.058,0.082,0.035,0.049,-0.058,0.039,-0.043,0.037,-0.033,0.034
1963,8,0.19,0.065,0.012,0.05,-0.062,0.039,-0.043,0.037,-0.033,0.034
1963,9,0.164,0.071,0.004,0.049,-0.063,0.039,-0.044,0.037,-0.033,0.033
1963,10,0.207,0.06,-0.013,0.048,-0.066,0.039,-0.044,0.037,-0.033,0.033
1963,11,0.101,0.054,-0.026,0.048,-0.069,0.038,-0.044,0.037,-0.033,0.033
1963,12,0.013,0.049,-0.028,0.049,-0.072,0.038,-0.044,0.036,-0.033,0.033
1964,1,-0.007,0.051,-0.046,0.048,-0.071,0.038,-0.046,0.036,-0.033,0.033
1964,2,-0.118,0.046,-0.083,0.048,-0.071,0.038,-0.047,0.036,-0.034,0.032
1964,3,-0.261,0.054,-0.122,0.046,-0.071,0.038,-0.047,0.036,-0.034,0.032
1964,4,-0.305,0.056,-0.162,0.045,-0.071,0.038,-0.047,0.035,-0.034,0.032
1964,5,-0.275,0.051,-0.192,0.045,-0.071,0.038,-0.046,0.035,-0.034,0.032
1964,6,-0.102,0.07,-0.215,0.044,-0.071,0.038,-0.045,0.035,-0.034,0.031
1964,7,-0.156,0.054,-0.217,0.044,-0.073,0.038,-0.046,0.034,-0.034,0.031
1964,8,-0.256,0.093,-0.221,0.044,-0.077,0.038,-0.046,0.034,-0.033,0.031
1964,9,-0.311,0.049,-0.217,0.044,-0.078,0.038,-0.045,0.034,-0.034,0.031
1964,10,-0.271,0.049,-0.212,0.045,-0.078,0.038,-0.045,0.034,-0.034,0.03
1964,11,-0.255,0.049,-0.197,0.045,-0.073,0.038,-0.042,0.033,-0.035,0.03
1964,12,-0.264,0.043,-0.195,0.046,-0.073,0.038,-0.041,0.033,-0.034,0.03
1965,1,-0.035,0.047,-0.195,0.045,-0.072,0.038,-0.039,0.033,-0.035,0.03
1965,2,-0.161,0.052,-0.182,0.044,-0.072,0.038,-0.038,0.033,-0.034,0.03
1965,3,-0.215,0.049,-0.169,0.044,-0.072,0.038,-0.035,0.032,-0.032,0.029
1965,4,-0.248,0.052,-0.146,0.044,-0.071,0.037,-0.033,0.032,-0.031,0.029
1965,5,-0.096,0.077,-0.135,0.045,-0.071,0.037,-0.032,0.032,-0.03,0.029
1965,6,-0.077,0.075,-0.111,0.045,-0.072,0.037,-0.032,0.032,-0.029,0.029
1965,7,-0.155,0.078,-0.117,0.045,-0.075,0.037,-0.032,0.031,-0.029,0.028
1965,8,-0.092,0.052,-0.105,0.045,-0.08,0.037,-0.033,0.031,-0.03,0.028
1965,9,-0.157,0.06,-0.09,0.045,-0.075,0.037,-0.033,0.031,-0.029,0.028
1965,10,0.005,0.052,-0.071,0.045,-0.075,0.037,-0.033,0.031,-0.029,0.028
1965,11,-0.126,0.067,-0.071,0.046,-0.075,0.037,-0.032,0.03,-0.029,0.028
1965,12,0.024,0.051,-0.068,0.048,-0.075,0.036,-0.034,0.03,-0.029,0.027
1966,1,-0.103,0.046,-0.048,0.046,-0.08,0.036,-0.034,0.03,-0.028,0.027
1966,2,-0.023,0.051,-0.042,0.047,-0.085,0.035,-0.037,0.03,-0.028,0.027
1966,3,-0.034,0.057,-0.03,0.047,-0.092,0.035,-0.04,0.03,-0.028,0.027
1966,4,-0.016,0.057,-0.035,0.046,-0.094,0.035,-0.042,0.029,-0.027,0.027
1966,5,-0.096,0.05,-0.028,0.045,-0.095,0.035,-0.044,0.029,-0.027,0.026
1966,6,-0.036,0.059,-0.038,0.044,-0.095,0.034,-0.046,0.029,-0.027,0.026
1966,7,0.081,0.06,-0.034,0.044,-0.096,0.034,-0.047,0.029,-0.027,0.026
1966,8,-0.021,0.06,-0.043,0.044,-0.095,0.034,-0.048,0.029,-0.026,0.026
1966,9,-0.008,0.052,-0.04,0.044,-0.09,0.033,-0.049,0.028,-0.025,0.025
1966,10,-0.055,0.059,-0.042,0.043,-0.082,0.033,-0.05,0.028,-0.025,0.025
1966,11,-0.044,0.047,-0.022,0.043,-0.074,0.033,-0.05,0.028,-0.024,0.025
1966,12,-0.097,0.044,-0.022,0.043,-0.07,0.033,-0.05,0.028,-0.023,0.025
1967,1,-0.056,0.042,-0.03,0.043,-0.068,0.032,-0.052,0.028,-0.022,0.025
1967,2,-0.135,0.054,-0.035,0.042,-0.064,0.032,-0.055,0.028,-0.02,0.025
1967,3,-0.001,0.047,-0.042,0.041,-0.059,0.032,-0.055,0.027,-0.019,0.024
1967,4,-0.033,0.049,-0.034,0.04,-0.054,0.032,-0.054,0.027,-0.017,0.024
1967,5,0.145,0.053,-0.035,0.039,-0.048,0.031,-0.053,0.027,-0.017,0.024
1967,6,-0.039,0.051,-0.03,0.039,-0.04,0.031,-0.052,0.027,-0.016,0.024
1967,7,-0.011,0.053,-0.042,0.038,-0.037,0.031,-0.052,0.026,-0.016,0.024
1967,8,-0.086,0.057,-0.04,0.038,-0.031,0.03,-0.05,0.026,-0.015,0.023
1967,9,-0.093,0.057,-0.033,0.038,-0.027,0.03,-0.05,0.026,-0.015,0.023
1967,10,0.046,0.044,-0.036,0.037,-0.021,0.03,-0.05,0.026,-0.015,0.023
1967,11,-0.061,0.04,-0.061,0.037,-0.019,0.029,-0.049,0.026,-0.014,0.023
1967,12,-0.04,0.037,-0.065,0.036,-0.018,0.029,-0.047,0.026,-0.015,0.023
1968,1,-0.195,0.038,-0.079,0.036,-0.017,0.029,-0.045,0.025,-0.015,0.023
1968,2,-0.118,0.049,-0.085,0.036,-0.017,0.029,-0.044,0.025,-0.016,0.022
1968,3,0.089,0.048,-0.097,0.036,-0.014,0.028,-0.04,0.025,-0.015,0.022
1968,4,-0.072,0.053,-0.093,0.037,-0.013,0.028,-0.037,0.025,-0.014,0.022
1968,5,-0.157,0.059,-0.083,0.037,-0.012,0.028,-0.034,0.025,-0.014,0.022
1968,6,-0.077,0.06,-0.078,0.037,-0.013,0.027,-0.032,0.024,-0.014,0.022
1968,7,-0.188,0.051,-0.068,0.037,-0.011,0.027,-0.032,0.024,-0.014,0.022
1968,8,-0.158,0.046,-0.067,0.037,-0.013,0.027,-0.034,0.024,-0.014,0.021
1968,9,-0.228,0.051,-0.069,0.037,-0.017,0.027,-0.035,0.023,-0.013,0.021
1968,10,0.087,0.066,-0.047,0.036,-0.018,0.026,-0.036,0.023,-0.013,0.021
1968,11,0.056,0.041,-0.018,0.035,-0.018,0.026,-0.036,0.023,-0.013,0.021
1968,12,0.021,0.037,-0.002,0.036,-0.02,0.026,-0.036,0.023,-0.013,0.021
1969,1,-0.076,0.034,0.01,0.036,-0.023,0.026,-0.038,0.022,-0.012,0.021
1969,2,-0.097,0.035,0.026,0.035,-0.025,0.025,-0.04,0.022,-0.012,0.02
1969,3,0.062,0.063,0.043,0.034,-0.028,0.025,-0.039,0.022,-0.012,0.02
1969,4,0.19,0.048,0.04,0.034,-0.029,0.025,-0.037,0.022,-0.012,0.02
1969,5,0.195,0.043,0.043,0.033,-0.029,0.024,-0.035,0.022,-0.012,0.02
1969,6,0.118,0.059,0.057,0.033,-0.028,0.024,-0.035,0.021,-0.011,0.02
1969,7,-0.051,0.049,0.075,0.032,-0.032,0.024,-0.034,0.021,-0.011,0.019
1969,8,0.032,0.055,0.102,0.032,-0.032,0.024,-0.031,0.021,-0.011,0.019
1969,9,-0.025,0.043,0.099,0.032,-0.032,0.024,-0.029,0.021,-0.009,0.019
1969,10,0.05,0.052,0.092,0.031,-0.031,0.023,-0.028,0.021,-0.008,0.019
1969,11,0.097,0.036,0.078,0.03,-0.033,0.023,-0.026,0.021,-0.006,0.019
1969,12,0.184,0.034,0.064,0.03,-0.032,0.023,-0.024,0.021,-0.004,0.018
1970,1,0.142,0.034,0.063,0.029,-0.032,0.023,-0.023,0.02,-0.003,0.018
1970,2,0.231,0.031,0.051,0.03,-0.029,0.023,-0.021,0.02,-0.001,0.018
1970,3,0.029,0.045,0.056,0.029,-0.028,0.023,-0.018,0.02,0.001,0.018
1970,4,0.106,0.046,0.056,0.029,-0.028,0.022,-0.016,0.02,0.004,0.018
1970,5,0.026,0.043,0.045,0.029,-0.027,0.022,-0.014,0.02,0.005,0.018
1970,6,-0.052,0.036,0.024,0.028,-0.022,0.022,-0.013,0.02,0.006,0.018
1970,7,-0.067,0.04,0.016,0.028,-0.015,0.022,-0.013,0.02,0.008,0.017
1970,8,-0.106,0.049,-0.018,0.028,-0.008,0.022,-0.013,0.02,0.008,0.017
1970,9,0.036,0.047,-0.04,0.027,-0.005,0.022,-0.013,0.019,0.009,0.017
1970,10,0.043,0.039,-0.057,0.027,0.001,0.021,-0.013,0.019,0.009,0.017
1970,11,-0.027,0.031,-0.067,0.028,0.008,0.021,-0.014,0.019,0.011,0.017
1970,12,-0.067,0.026,-0.075,0.027,0.011,0.021,-0.015,0.019,0.012,0.017
1971,1,0.044,0.028,-0.08,0.027,0.015,0.021,-0.014,0.019,0.014,0.017
1971,2,-0.186,0.036,-0.084,0.027,0.018,0.021,-0.015,0.019,0.014,0.016
1971,3,-0.235,0.034,-0.098,0.027,0.022,0.021,-0.017,0.019,0.015,0.016
1971,4,-0.098,0.036,-0.111,0.027,0.022,0.02,-0.018,0.019,0.016,0.016
1971,5,-0.092,0.039,-0.113,0.027,0.022,0.02,-0.019,0.019,0.016,0.016
1971,6,-0.149,0.046,-0.115,0.027,0.022,0.02,-0.02,0.019,0.017,0.016
1971,7,-0.122,0.039,-0.139,0.027,0.019,0.02,-0.022,0.019,0.019,0.016
1971,8,-0.15,0.049,-0.136,0.027,0.016,0.02,-0.023,0.019,0.02,0.016
1971,9,-0.143,0.044,-0.117,0.027,0.013,0.02,-0.023,0.019,0.021,0.016
1971,10,-0.113,0.046,-0.106,0.027,0.009,0.02,-0.024,0.019,0.022,0.016
1971,11,-0.046,0.031,-0.096,0.027,0.004,0.02,-0.024,0.019,0.023,0.016
1971,12,-0.089,0.032,-0.081,0.026,0.001,0.02,-0.021,0.018,0.025,0.016
1972,1,-0.243,0.037,-0.074,0.027,0.001,0.02,-0.019,0.018,0.025,0.016
1972,2,-0.152,0.031,-0.053,0.027,0.001,0.02,-0.016,0.018,0.025,0.015
1972,3,-0.002,0.041,-0.045,0.028,-0.0,0.02,-0.014,0.018,0.025,0.015
1972,4,0.032,0.034,-0.032,0.028,-0.002,0.02,-0.011,0.018,0.026,0.015
1972,5,0.031,0.044,-0.026,0.028,-0.005,0.02,-0.01,0.018,0.027,0.015
1972,6,0.028,0.042,0.001,0.028,-0.009,0.02,-0.007,0.018,0.028,0.015
1972,7,-0.039,0.051,0.042,0.028,-0.009,0.02,-0.006,0.018,0.029,0.015
1972,8,0.104,0.046,0.081,0.028,-0.011,0.02,-0.004,0.018,0.029,0.015
1972,9,-0.05,0.051,0.103,0.028,-0.01,0.02,-0.002,0.018,0.03,0.015
1972,10,0.037,0.054,0.125,0.028,-0.01,0.02,-0.001,0.018,0.031,0.015
1972,11,0.03,0.032,0.142,0.028,-0.009,0.02,0.001,0.018,0.032,0.015
1972,12,0.239,0.025,0.151,0.029,-0.008,0.02,0.002,0.018,0.034,0.015
1973,1,0.25,0.03,0.157,0.029,-0.008,0.02,0.005,0.018,0.036,0.015
1973,2,0.312,0.03,0.15,0.028,-0.009,0.021,0.008,0.018,0.037,0.015
1973,3,0.26,0.035,0.154,0.028,-0.011,0.021,0.008,0.018,0.039,0.015
1973,4,0.295,0.049,0.158,0.029,-0.013,0.021,0.01,0.018,0.041,0.015
1973,5,0.238,0.036,0.159,0.029,-0.016,0.021,0.013,0.018,0.043,0.014
1973,6,0.133,0.041,0.14,0.029,-0.017,0.021,0.013,0.018,0.044,0.014
1973,7,0.033,0.047,0.102,0.029,-0.018,0.021,0.015,0.018,0.044,0.014
1973,8,0.017,0.056,0.053,0.029,-0.017,0.021,0.015,0.018,0.045,0.014
1973,9,-0.002,0.049,0.019,0.03,-0.018,0.021,0.018,0.018,0.045,0.014
1973,10,0.094,0.048,-0.011,0.031,-0.018,0.021,0.017,0.018,0.046,0.014
1973,11,0.038,0.031,-0.038,0.032,-0.02,0.022,0.018,0.018,0.046,0.014
1973,12,0.014,0.033,-0.053,0.032,-0.021,0.022,0.019,0.018,0.047,0.014
1974,1,-0.205,0.036,-0.063,0.032,-0.02,0.022,0.021,0.018,0.048,0.014
1974,2,-0.286,0.04,-0.058,0.032,-0.02,0.022,0.022,0.018,0.049,0.014
1974,3,-0.144,0.046,-0.067,0.032,-0.019,0.022,0.024,0.018,0.052,0.014
1974,4,-0.067,0.046,-0.081,0.032,-0.02,0.022,0.024,0.018,0.054,0.014
1974,5,-0.078,0.04,-0.09,0.032,-0.019,0.023,0.023,0.018,0.056,0.014
1974,6,-0.053,0.044,-0.095,0.032,-0.014,0.023,0.023,0.018,0.057,0.014
1974,7,-0.083,0.044,-0.068,0.033,-0.007,0.023,0.024,0.018,0.057,0.014
1974,8,0.07,0.051,-0.036,0.033,0.0,0.023,0.025,0.018,0.059,0.014
1974,9,-0.099,0.047,-0.014,0.032,0.005,0.023,0.027,0.018,0.061,0.014
1974,10,-0.081,0.041,-0.003,0.031,0.009,0.023,0.028,0.018,0.062,0.014
1974,11,-0.068,0.039,0.014,0.031,0.014,0.023,0.029,0.018,0.063,0.014
1974,12,-0.046,0.042,0.017,0.032,0.018,0.023,0.032,0.018,0.064,0.014
1975,1,0.122,0.034,0.019,0.033,0.021,0.023,0.034,0.018,0.065,0.014
1975,2,0.09,0.036,-0.002,0.032,0.022,0.023,0.035,0.018,0.066,0.014
1975,3,0.129,0.046,0.001,0.033,0.024,0.023,0.038,0.018,0.068,0.014
1975,4,0.064,0.038,0.001,0.033,0.026,0.023,0.04,0.018,0.069,0.014
1975,5,0.119,0.043,-0.01,0.032,0.029,0.024,0.042,0.018,0.07,0.014
1975,6,-0.016,0.061,-0.017,0.033,0.026,0.024,0.044,0.018,0.071,0.014
1975,7,-0.059,0.055,-0.03,0.033,0.025,0.024,0.047,0.018,0.072,0.014
1975,8,-0.177,0.062,-0.047,0.033,0.023,0.024,0.05,0.018,0.073,0.014
1975,9,-0.07,0.047,-0.08,0.033,0.022,0.024,0.051,0.018,0.074,0.014
1975,10,-0.07,0.039,-0.093,0.033,0.019,0.024,0.052,0.019,0.075,0.014
1975,11,-0.21,0.037,-0.124,0.033,0.017,0.024,0.055,0.019,0.076,0.014
1975,12,-0.122,0.031,-0.138,0.032,0.015,0.024,0.057,0.019,0.076,0.014
1976,1,-0.033,0.033,-0.138,0.032,0.015,0.024,0.061,0.019,0.078,0.014
1976,2,-0.112,0.044,-0.135,0.034,0.013,0.024,0.066,0.019,0.079,0.014
1976,3,-0.275,0.031,-0.136,0.034,0.013,0.024,0.071,0.019,0.081,0.014
1976,4,-0.094,0.036,-0.145,0.034,0.012,0.024,0.074,0.019,0.082,0.014
1976,5,-0.247,0.055,-0.128,0.035,0.014,0.024,0.076,0.019,0.083,0.014
1976,6,-0.187,0.053,-0.101,0.035,0.016,0.024,0.08,0.019,0.083,0.014
1976,7,-0.059,0.083,-0.082,0.035,0.023,0.024,0.084,0.019,0.083,0.014
1976,8,-0.141,0.079,-0.05,0.035,0.029,0.024,0.088,0.019,0.084,0.014
1976,9,-0.078,0.046,-0.004,0.035,0.034,0.024,0.091,0.019,0.084,0.014
1976,10,-0.179,0.051,0.029,0.034,0.039,0.024,0.093,0.019,0.085,0.014
1976,11,-0.005,0.039,0.074,0.035,0.042,0.024,0.095,0.019,0.086,0.014
1976,12,0.198,0.035,0.112,0.034,0.044,0.024,0.1,0.019,0.087,0.014
1977,1,0.189,0.036,0.129,0.032,0.047,0.024,0.103,0.019,0.088,0.014
1977,2,0.275,0.04,0.155,0.032,0.048,0.023,0.105,0.019,0.091,0.014
1977,3,0.28,0.036,0.169,0.032,0.053,0.023,0.105,0.019,0.092,0.014
1977,4,0.297,0.035,0.194,0.032,0.058,0.023,0.106,0.019,0.093,0.014
1977,5,0.294,0.066,0.214,0.032,0.064,0.023,0.108,0.019,0.093,0.014
1977,6,0.273,0.041,0.205,0.032,0.073,0.023,0.108,0.019,0.095,0.014
1977,7,0.138,0.056,0.201,0.031,0.077,0.023,0.109,0.019,0.096,0.014
1977,8,0.176,0.051,0.194,0.031,0.082,0.023,0.109,0.019,0.098,0.014
1977,9,0.086,0.042,0.186,0.031,0.085,0.022,0.111,0.019,0.1,0.014
1977,10,0.126,0.044,0.176,0.031,0.09,0.022,0.112,0.019,0.101,0.014
1977,11,0.232,0.033,0.16,0.031,0.094,0.022,0.113,0.02,0.102,0.014
1977,12,0.088,0.042,0.139,0.031,0.097,0.022,0.114,0.02,0.104,0.014
1978,1,0.142,0.039,0.131,0.031,0.103,0.022,0.116,0.02,0.107,0.014
1978,2,0.194,0.034,0.103,0.03,0.11,0.022,0.118,0.02,0.109,0.014
1978,3,0.189,0.037,0.099,0.03,0.114,0.022,0.118,0.02,0.111,0.014
1978,4,0.171,0.033,0.091,0.03,0.117,0.021,0.118,0.02,0.113,0.015
1978,5,0.107,0.042,0.085,0.03,0.126,0.021,0.119,0.02,0.115,0.015
1978,6,0.013,0.048,0.09,0.029,0.132,0.021,0.12,0.02,0.117,0.015
1978,7,0.047,0.047,0.093,0.029,0.141,0.021,0.121,0.02,0.119,0.015
1978,8,-0.162,0.041,0.082,0.029,0.148,0.021,0.123,0.02,0.121,0.015
1978,9,0.043,0.043,0.083,0.028,0.16,0.021,0.126,0.02,0.123,0.015
1978,10,0.024,0.039,0.087,0.028,0.165,0.021,0.127,0.02,0.124,0.015
1978,11,0.164,0.031,0.084,0.027,0.173,0.021,0.129,0.02,0.125,0.015
1978,12,0.146,0.035,0.092,0.027,0.181,0.021,0.131,0.02,0.126,0.015
1979,1,0.174,0.027,0.095,0.026,0.188,0.021,0.135,0.02,0.127,0.015
1979,2,0.066,0.033,0.12,0.025,0.196,0.02,0.138,0.02,0.128,0.015
1979,3,0.202,0.038,0.132,0.025,0.201,0.02,0.142,0.02,0.129,0.015
1979,4,0.218,0.036,0.149,0.024,0.207,0.02,0.144,0.02,0.129,0.015
1979,5,0.07,0.047,0.159,0.024,0.209,0.02,0.147,0.02,0.129,0.015
1979,6,0.114,0.041,0.189,0.025,0.214,0.02,0.148,0.02,0.129,0.015
1979,7,0.075,0.036,0.204,0.024,0.213,0.02,0.149,0.02,0.13,0.015
1979,8,0.139,0.036,0.232,0.024,0.211,0.02,0.149,0.019,0.131,0.015
1979,9,0.193,0.032,0.24,0.023,0.206,0.02,0.151,0.019,0.133,0.015
1979,10,0.224,0.035,0.254,0.023,0.203,0.02,0.152,0.019,0.134,0.015
1979,11,0.281,0.034,0.274,0.023,0.202,0.02,0.153,0.019,0.134,0.015
1979,12,0.51,0.028,0.28,0.023,0.198,0.02,0.153,0.019,0.135,0.015
1980,1,0.361,0.028,0.296,0.023,0.198,0.02,0.154,0.019,0.136,0.015
1980,2,0.401,0.031,0.306,0.024,0.196,0.02,0.153,0.019,0.137,0.015
1980,3,0.294,0.036,0.304,0.025,0.197,0.02,0.154,0.019,0.14,0.015
1980,4,0.385,0.042,0.295,0.026,0.198,0.02,0.154,0.019,0.142,0.015
1980,5,0.308,0.032,0.299,0.027,0.196,0.02,0.155,0.019,0.143,0.016
1980,6,0.193,0.043,0.277,0.027,0.202,0.02,0.156,0.019,0.145,0.016
1980,7,0.268,0.03,0.288,0.026,0.208,0.02,0.156,0.019,0.147,0.016
1980,8,0.251,0.047,0.284,0.027,0.213,0.02,0.159,0.019,0.148,0.016
1980,9,0.168,0.038,0.292,0.026,0.215,0.02,0.161,0.019,0.149,0.016
1980,10,0.125,0.034,0.281,0.026,0.218,0.02,0.163,0.019,0.151,0.016
1980,11,0.321,0.033,0.272,0.026,0.221,0.02,0.165,0.019,0.153,0.016
1980,12,0.246,0.032,0.283,0.027,0.224,0.02,0.167,0.019,0.155,0.016
1981,1,0.492,0.04,0.288,0.027,0.226,0.02,0.17,0.019,0.157,0.016
1981,2,0.361,0.037,0.297,0.028,0.234,0.02,0.174,0.019,0.16,0.016
1981,3,0.39,0.032,0.302,0.027,0.239,0.02,0.178,0.019,0.162,0.016
1981,4,0.25,0.034,0.304,0.027,0.242,0.02,0.181,0.018,0.165,0.016
1981,5,0.198,0.038,0.291,0.027,0.244,0.02,0.185,0.018,0.167,0.016
1981,6,0.325,0.047,0.308,0.027,0.245,0.02,0.187,0.018,0.169,0.016
1981,7,0.333,0.045,0.278,0.028,0.247,0.02,0.188,0.018,0.172,0.016
1981,8,0.358,0.044,0.26,0.028,0.248,0.02,0.19,0.018,0.174,0.016
1981,9,0.221,0.048,0.226,0.028,0.249,0.02,0.191,0.018,0.176,0.016
1981,10,0.151,0.032,0.219,0.029,0.249,0.02,0.194,0.018,0.177,0.016
1981,11,0.162,0.033,0.218,0.03,0.252,0.02,0.195,0.018,0.179,0.016
1981,12,0.448,0.032,0.198,0.031,0.251,0.02,0.195,0.018,0.181,0.016
1982,1,0.141,0.035,0.181,0.032,0.251,0.02,0.196,0.018,0.184,0.016
1982,2,0.143,0.031,0.157,0.032,0.25,0.02,0.197,0.018,0.186,0.016
1982,3,-0.014,0.034,0.149,0.033,0.25,0.02,0.197,0.018,0.188,0.016
1982,4,0.164,0.045,0.149,0.033,0.247,0.021,0.196,0.018,0.189,0.017
1982,5,0.188,0.046,0.148,0.033,0.242,0.021,0.196,0.018,0.19,0.017
1982,6,0.078,0.048,0.146,0.033,0.233,0.021,0.196,0.018,0.191,0.017
1982,7,0.125,0.053,0.178,0.033,0.23,0.021,0.198,0.018,0.192,0.017
1982,8,0.072,0.048,0.206,0.034,0.224,0.021,0.199,0.018,0.192,0.017
1982,9,0.123,0.047,0.235,0.034,0.222,0.021,0.201,0.018,0.192,0.017
1982,10,0.158,0.042,0.246,0.034,0.218,0.021,0.203,0.018,0.192,0.017
1982,11,0.147,0.052,0.257,0.033,0.216,0.021,0.203,0.018,0.192,0.017
1982,12,0.426,0.043,0.267,0.033,0.214,0.021,0.206,0.018,0.192,0.017
1983,1,0.523,0.035,0.269,0.033,0.21,0.021,0.21,0.018,0.193,0.017
1983,2,0.48,0.042,0.29,0.033,0.209,0.021,0.211,0.018,0.193,0.017
1983,3,0.337,0.031,0.308,0.033,0.208,0.021,0.213,0.018,0.193,0.017
1983,4,0.299,0.035,0.312,0.033,0.208,0.021,0.215,0.018,0.194,0.017
1983,5,0.313,0.036,0.326,0.033,0.204,0.021,0.217,0.018,0.194,0.017
1983,6,0.2,0.052,0.308,0.034,0.203,0.021,0.22,0.018,0.194,0.017
1983,7,0.155,0.05,0.285,0.034,0.2,0.021,0.222,0.018,0.195,0.017
1983,8,0.316,0.055,0.258,0.033,0.2,0.021,0.227,0.018,0.195,0.017
1983,9,0.336,0.046,0.251,0.033,0.197,0.021,0.229,0.018,0.196,0.017
1983,10,0.212,0.044,0.242,0.034,0.197,0.021,0.231,0.018,0.197,0.017
1983,11,0.313,0.036,0.24,0.034,0.197,0.021,0.231,0.018,0.197,0.017
1983,12,0.21,0.04,0.227,0.035,0.193,0.021,0.233,0.018,0.198,0.017
1984,1,0.243,0.034,0.219,0.034,0.189,0.021,0.233,0.018,0.2,0.017
1984,2,0.16,0.034,0.203,0.032,0.185,0.02,0.234,0.018,0.202,0.017
1984,3,0.258,0.038,0.186,0.032,0.182,0.021,0.235,0.018,0.204,0.017
1984,4,0.187,0.052,0.173,0.032,0.182,0.021,0.235,0.018,0.206,0.017
1984,5,0.292,0.042,0.147,0.032,0.181,0.021,0.235,0.018,0.207,0.017
1984,6,0.045,0.057,0.125,0.031,0.176,0.021,0.236,0.018,0.209,0.017
1984,7,0.05,0.042,0.124,0.031,0.179,0.021,0.237,0.018,0.211,0.017
1984,8,0.127,0.054,0.112,0.031,0.184,0.021,0.238,0.018,0.211,0.017
1984,9,0.137,0.036,0.105,0.031,0.188,0.021,0.239,0.018,0.213,0.017
1984,10,0.056,0.055,0.103,0.03,0.189,0.021,0.239,0.018,0.215,0.017
1984,11,-0.005,0.034,0.092,0.029,0.191,0.021,0.239,0.018,0.217,0.017
1984,12,-0.05,0.035,0.097,0.028,0.194,0.02,0.238,0.018,0.219,0.017
1985,1,0.232,0.034,0.093,0.028,0.199,0.02,0.239,0.018,0.221,0.017
1985,2,0.02,0.039,0.099,0.028,0.202,0.02,0.239,0.018,0.223,0.017
1985,3,0.169,0.037,0.095,0.027,0.205,0.02,0.243,0.018,0.224,0.017
1985,4,0.166,0.033,0.103,0.027,0.208,0.02,0.244,0.018,0.226,0.017
1985,5,0.154,0.036,0.11,0.028,0.21,0.02,0.244,0.018,0.227,0.017
1985,6,0.112,0.065,0.128,0.028,0.211,0.02,0.246,0.018,0.228,0.017
1985,7,0.002,0.056,0.133,0.027,0.211,0.02,0.246,0.018,0.231,0.017
1985,8,0.192,0.032,0.163,0.027,0.209,0.02,0.247,0.018,0.233,0.017
1985,9,0.089,0.042,0.169,0.026,0.211,0.02,0.247,0.018,0.235,0.017
1985,10,0.152,0.063,0.176,0.027,0.213,0.02,0.25,0.018,0.237,0.017
1985,11,0.084,0.056,0.177,0.026,0.214,0.02,0.251,0.018,0.24,0.017
1985,12,0.168,0.034,0.175,0.027,0.217,0.02,0.253,0.018,0.241,0.017
1986,1,0.285,0.042,0.181,0.027,0.219,0.02,0.252,0.018,0.243,0.017
1986,2,0.381,0.028,0.176,0.027,0.219,0.02,0.254,0.018,0.245,0.017
1986,3,0.238,0.038,0.172,0.027,0.219,0.02,0.253,0.018,0.248,0.017
1986,4,0.254,0.029,0.172,0.027,0.221,0.02,0.255,0.018,0.249,0.017
1986,5,0.17,0.038,0.172,0.027,0.219,0.02,0.257,0.018,0.252,0.017
1986,6,0.081,0.041,0.173,0.027,0.22,0.02,0.258,0.018,0.253,0.017
1986,7,0.08,0.037,0.176,0.027,0.218,0.02,0.259,0.018,0.255,0.017
1986,8,0.125,0.037,0.182,0.027,0.22,0.02,0.259,0.018,0.257,0.017
1986,9,0.043,0.041,0.179,0.028,0.22,0.02,0.26,0.018,0.258,0.017
1986,10,0.149,0.044,0.18,0.028,0.222,0.02,0.261,0.018,0.26,0.017
1986,11,0.094,0.037,0.187,0.028,0.219,0.02,0.262,0.018,0.261,0.017
1986,12,0.171,0.037,0.206,0.028,0.22,0.02,0.262,0.018,0.262,0.017
1987,1,0.323,0.029,0.231,0.028,0.224,0.02,0.265,0.018,0.263,0.017
1987,2,0.46,0.03,0.242,0.027,0.226,0.019,0.267,0.019,0.264,0.017
